country,year,chain_value_land
srb,2018,115144.1
srb,2019,124337.6
srb,2020,110542.8
srb,2021,129977.2
srb,2022,134307.6
srb,2023,
svk,1990,
svk,1991,
svk,1992,
svk,1993,
svk,1994,
svk,1995,
svk,1996,
svk,1997,
svk,1998,
svk,1999,
svk,2000,
svk,2001,
svk,2002,
svk,2003,
svk,2004,
svk,2005,
svk,2006,
svk,2007,
svk,2008,2300.9
svk,2009,2423.5
svk,2010,2134.3
svk,2011,1682.4
svk,2012,2302
svk,2013,2309.8
svk,2014,2603.2
svk,2015,2661.2
svk,2016,2496.8
svk,2017,2599.2
svk,2018,2602
svk,2019,2641.4
svk,2020,2228
svk,2021,2086.2
svk,2022,2561.7
svk,2023,
svn,1990,
svn,1991,
svn,1992,
svn,1993,
svn,1994,
svn,1995,
svn,1996,
svn,1997,
svn,1998,
svn,1999,
svn,2000,
svn,2001,
svn,2002,
svn,2003,
svn,2004,
svn,2005,
svn,2006,
svn,2007,
svn,2008,1102
svn,2009,971.1
svn,2010,1060.3
svn,2011,1044.8
svn,2012,989
svn,2013,969.4
svn,2014,1022.6
svn,2015,1158.5
svn,2016,1268.3
svn,2017,1414.5
svn,2018,1471.9
svn,2019,1578.8
svn,2020,1449.6
svn,2021,1650.1
svn,2022,1765.8
svn,2023,
esp,1990,
esp,1991,
esp,1992,
esp,1993,
esp,1994,
esp,1995,
esp,1996,
esp,1997,
esp,1998,
esp,1999,
esp,2000,
esp,2001,
esp,2002,
esp,2003,
esp,2004,
esp,2005,
esp,2006,
esp,2007,
esp,2008,26464
esp,2009,25242
esp,2010,25719
esp,2011,24980
esp,2012,24980
esp,2013,23300
esp,2014,23334
esp,2015,24157
esp,2016,22498
esp,2017,22949
esp,2018,22329
esp,2019,23176
esp,2020,19228
esp,2021,21324
esp,2022,
esp,2023,
swe,1990,
swe,1991,
swe,1992,
swe,1993,
swe,1994,
swe,1995,
swe,1996,
swe,1997,
swe,1998,
swe,1999,
swe,2000,
swe,2001,
swe,2002,
swe,2003,
swe,2004,
swe,2005,
swe,2006,
swe,2007,
swe,2008,92521
swe,2009,83413
swe,2010,89293
swe,2011,94777
swe,2012,92533
swe,2013,90770
swe,2014,93248
swe,2015,91134
swe,2016,88599
swe,2017,93640
swe,2018,99085
swe,2019,104019
swe,2020,81319
swe,2021,94621
swe,2022,
swe,2023,
che,1990,
che,1991,
che,1992,
che,1993,
che,1994,
che,1995,
che,1996,
che,1997,
che,1998,
che,1999,
che,2000,
che,2001,
che,2002,
che,2003,
che,2004,
che,2005,
che,2006,
che,2007,
che,2008,14656.9
che,2009,13886.4
che,2010,14553.6
che,2011,14572.9
che,2012,14915
che,2013,14457.5
che,2014,14930.4
che,2015,14703.2
che,2016,14126.8
che,2017,14194.6
che,2018,14616.5
che,2019,15218.4
che,2020,12072
che,2021,12905.6
che,2022,15363.3
che,2023,
tur,1990,
tur,1991,
tur,1992,
tur,1993,
tur,1994,
tur,1995,
tur,1996,
tur,1997,
tur,1998,
tur,1999,
tur,2000,
tur,2001,
tur,2002,
tur,2003,
tur,2004,
tur,2005,
tur,2006,
tur,2007,
tur,2008,
tur,2009,
tur,2010,
tur,2011,
tur,2012,
tur,2013,
tur,2014,
tur,2015,
tur,2016,
tur,2017,
tur,2018,
tur,2019,
tur,2020,
tur,2021,
tur,2022,
tur,2023,
gbr,1990,
gbr,1991,
gbr,1992,
gbr,1993,
gbr,1994,
gbr,1995,
gbr,1996,
gbr,1997,
gbr,1998,
gbr,1999,
gbr,2000,
gbr,2001,
gbr,2002,
gbr,2003,
gbr,2004,
gbr,2005,
gbr,2006,
gbr,2007,
gbr,2008,25970.8
gbr,2009,23762.3
gbr,2010,22819
gbr,2011,23293.8
gbr,2012,23177.1
gbr,2013,23710.2
gbr,2014,25360.8
gbr,2015,26419
gbr,2016,26716.9
gbr,2017,26076.9
gbr,2018,25668.4
gbr,2019,
gbr,2020,
gbr,2021,
gbr,2022,
gbr,2023,
eu_three,1990,
eu_three,1991,
eu_three,1992,
eu_three,1993,
eu_three,1994,
eu_three,1995,
eu_three,1996,
eu_three,1997,
eu_three,1998,
eu_three,1999,
eu_three,2000,
eu_three,2001,
eu_three,2002,
eu_three,2003,
eu_three,2004,
eu_three,2005,
eu_three,2006,
eu_three,2007,
eu_three,2008,263186.4
eu_three,2009,248222.6
eu_three,2010,251300.9
eu_three,2011,254650
eu_three,2012,255276.1
eu_three,2013,253120.7
eu_three,2014,254643.6
eu_three,2015,254928.7
eu_three,2016,255902.5
eu_three,2017,265654
eu_three,2018,269854.5
eu_three,2019,276130.6
eu_three,2020,233762.1
eu_three,2021,253473.5
eu_three,2022,
eu_three,2023,
